rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,competition,element,element_no,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,11.3,owg2026,3A+2A+SEQ,5.0,0.0,,11.19,-0.11,,1,,2526,0.0,-1.0,2.0,1.0,-2.0,0.0,0.0,-1.0,0.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,8.8,owg2026,3A,6.0,1.0,,10.63,1.83,,1,,2526,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,3.9,owg2026,StSq4,7.0,0.0,,5.13,1.23,,1,,2526,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,8.47,owg2026,3Lz+1Eu+2S,8.0,1.0,,9.06,0.59,,1,,2526,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,3.5,owg2026,CCoSp4,9.0,0.0,,4.5,1.0,,1,,2526,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,3.5,owg2026,FCCoSp4,10.0,0.0,,4.3,0.8,,1,,2526,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,3.0,owg2026,ChSq1,11.0,0.0,,4.57,1.57,,1,,2526,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,4.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,2.6,owg2026,CSSp3,12.0,0.0,,3.27,0.67,,1,,2526,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,,owg2026,,,,3.33,8.46,,,0,Composition,2526,8.5,8.5,8.5,8.5,8.5,8.25,8.5,8.5,8.25,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,,owg2026,,,,3.33,8.07,,,0,Presentation,2526,7.75,8.0,8.5,8.0,8.25,8.5,8.0,7.75,8.0,0,men,individual
12,Siao Him Fa Adam,FRA,22,166.72,84.97,82.75,-1.0,,owg2026,,,,3.33,8.32,,,0,Skating Skills,2526,8.25,8.5,8.75,8.5,8.5,8.25,8.25,8.0,8.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,13.7,owg2026,4T+3T,1.0,0.0,,14.92,1.22,,1,,2526,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,9.5,owg2026,4Tq,2.0,0.0,,8.96,-0.54,q,1,,2526,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,14.6,owg2026,3A+2A+2A+SEQ,3.0,0.0,,16.54,1.94,,1,,2526,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,4.9,owg2026,3Lo,4.0,0.0,,5.95,1.05,,1,,2526,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.0,owg2026,CCoSp3,5.0,0.0,,3.21,0.21,,1,,2526,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.0,owg2026,CSSp4,6.0,0.0,,3.21,0.21,,1,,2526,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,8.8,owg2026,3A,7.0,1.0,,10.86,2.06,,1,,2526,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,6.49,owg2026,3Lz,8.0,1.0,,4.72,-1.77,,1,,2526,-3.0,-3.0,-3.0,-3.0,-3.0,-2.0,-3.0,-3.0,-3.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.41,owg2026,2F!+2T,9.0,1.0,,3.28,-0.13,!,1,,2526,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.9,owg2026,StSq4,10.0,0.0,,5.07,1.17,,1,,2526,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.5,owg2026,FCCoSp4,11.0,0.0,,4.0,0.5,,1,,2526,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,3.0,owg2026,ChSq1,12.0,0.0,,4.29,1.29,,1,,2526,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,,owg2026,,,,3.33,8.18,,,0,Composition,2526,8.25,8.0,8.5,8.0,8.5,8.0,8.5,8.0,8.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,,owg2026,,,,3.33,8.11,,,0,Presentation,2526,8.25,7.75,8.5,8.0,8.25,8.25,8.25,7.5,8.0,0,men,individual
13,Britschgi Lukas,SUI,6,165.77,85.01,80.76,0.0,,owg2026,,,,3.33,7.96,,,0,Skating Skills,2526,8.0,7.75,8.25,8.25,7.75,7.75,8.5,8.0,7.75,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,1.3,owg2026,2T,1.0,0.0,,1.02,-0.28,,1,,2526,-3.0,-1.0,-1.0,-3.0,-3.0,-1.0,-2.0,-2.0,-3.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,10.1,owg2026,3Lz+3T,2.0,0.0,,11.28,1.18,,1,,2526,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,11.3,owg2026,3A+2A+SEQ,3.0,0.0,,12.9,1.6,,1,,2526,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,4.9,owg2026,3Lo,4.0,0.0,,5.88,0.98,,1,,2526,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,2.0,owg2026,CCSp1,5.0,0.0,,2.4,0.4,,1,,2526,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,3.3,owg2026,StSq3,6.0,0.0,,4.1,0.8,,1,,2526,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,8.8,owg2026,3A,7.0,1.0,,9.14,0.34,,1,,2526,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,11.77,owg2026,3Lz+1Eu+3S,8.0,1.0,,12.53,0.76,,1,,2526,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,5.83,owg2026,3F,9.0,1.0,,6.74,0.91,,1,,2526,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,2.3,owg2026,FSSp2,10.0,0.0,,2.56,0.26,,1,,2526,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,3.0,owg2026,ChSq1,11.0,0.0,,4.21,1.21,,1,,2526,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,3.0,owg2026,CCoSp3,12.0,0.0,,3.56,0.56,,1,,2526,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,,owg2026,,,,3.33,8.32,,,0,Composition,2526,8.25,8.25,8.5,8.75,8.25,8.0,8.25,8.25,8.5,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,,owg2026,,,,3.33,8.29,,,0,Presentation,2526,8.5,8.0,8.5,8.5,8.5,8.25,8.0,7.75,8.25,0,men,individual
14,Rizzo Matteo,ITA,9,158.88,76.32,82.56,0.0,,owg2026,,,,3.33,8.18,,,0,Skating Skills,2526,8.25,8.0,8.5,8.5,8.25,8.0,8.0,8.25,8.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,11.0,owg2026,4F,1.0,0.0,,15.71,4.71,,1,,2526,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,1.1,owg2026,1A,2.0,0.0,,1.04,-0.06,,1,,2526,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,11.5,owg2026,4Lz,3.0,0.0,,15.61,4.11,,1,,2526,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,1.7,owg2026,2Lo,4.0,0.0,,1.77,0.07,,1,,2526,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,2.8,owg2026,CCSp3,5.0,0.0,,3.44,0.64,,1,,2526,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,3.3,owg2026,StSq3,6.0,0.0,,4.2,0.9,,1,,2526,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,16.83,owg2026,4T+1Eu+3F,8.0,1.0,,19.54,2.71,,1,,2526,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,1.43,owg2026,2S,9.0,1.0,,0.78,-0.65,F,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,3.0,owg2026,ChSq1,10.0,0.0,,4.36,1.36,,1,,2526,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,2.6,owg2026,FSSp3,11.0,0.0,,2.9,0.3,,1,,2526,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,3.5,owg2026,CCoSp4,12.0,0.0,,4.15,0.65,,1,,2526,3.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,,owg2026,,,,3.33,8.25,,,0,Composition,2526,8.25,8.0,8.5,8.5,8.0,8.25,7.75,8.25,8.5,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,,owg2026,,,,3.33,7.93,,,0,Presentation,2526,7.5,7.75,8.5,8.25,7.75,8.0,7.5,7.75,8.75,0,men,individual
15,Malinin Ilia,USA,24,156.33,76.61,81.72,-2.0,,owg2026,,,,3.33,8.36,,,0,Skating Skills,2526,8.5,8.0,8.5,8.5,7.75,8.5,8.25,8.25,8.75,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,13.7,owg2026,4T+3T,1.0,0.0,,16.41,2.71,,1,,2526,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,9.5,owg2026,4T,2.0,0.0,,10.86,1.36,,1,,2526,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,9.3,owg2026,3A+2T,3.0,0.0,,10.79,1.49,,1,,2526,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,8.0,owg2026,3Aq,4.0,0.0,,6.86,-1.14,q,1,,2526,-1.0,-1.0,-2.0,-1.0,-2.0,-2.0,-1.0,-1.0,-2.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,2.8,owg2026,CCSp3,5.0,0.0,,3.36,0.56,,1,,2526,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,11.9,owg2026,3F!+2A+2A+SEQ,6.0,0.0,,12.13,0.23,!,1,,2526,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,2.31,owg2026,3Lz<<,7.0,1.0,,1.26,-1.05,<<,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,1.43,owg2026,2S,8.0,1.0,,1.41,-0.02,,1,,2526,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,2.3,owg2026,FSSp2,9.0,0.0,,2.6,0.3,,1,,2526,2.0,2.0,2.0,-1.0,1.0,0.0,1.0,2.0,1.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,3.9,owg2026,StSq4,10.0,0.0,,5.01,1.11,,1,,2526,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,3.0,owg2026,ChSq1,11.0,0.0,,4.21,1.21,,1,,2526,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,2.25,owg2026,CCoSp3V,12.0,0.0,,2.15,-0.1,,1,,2526,0.0,1.0,-1.0,0.0,-1.0,-3.0,2.0,-2.0,0.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,,owg2026,,,,3.33,7.71,,,0,Composition,2526,8.25,7.5,7.5,7.75,7.5,7.5,8.25,7.5,8.0,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,,owg2026,,,,3.33,7.68,,,0,Presentation,2526,7.75,7.75,7.25,8.0,7.75,7.5,8.0,7.25,7.75,0,men,individual
16,Selevko Aleksandr,EST,7,154.8,77.05,77.75,0.0,,owg2026,,,,3.33,7.96,,,0,Skating Skills,2526,8.25,7.5,7.75,8.0,8.0,8.0,8.25,7.75,8.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,11.5,owg2026,4Lz,1.0,0.0,,5.75,-5.75,F,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,9.7,owg2026,4Sq,2.0,0.0,,7.34,-2.36,q,1,,2526,-3.0,-2.0,-2.0,-2.0,-2.0,-3.0,-1.0,-3.0,-3.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,8.0,owg2026,3A,3.0,0.0,,9.6,1.6,,1,,2526,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,4.9,owg2026,3Lo,4.0,0.0,,5.67,0.77,,1,,2526,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,3.2,owg2026,CCSp4,5.0,0.0,,3.89,0.69,,1,,2526,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,3.41,owg2026,2F+2T,6.0,1.0,,3.54,0.13,,1,,2526,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,11.11,owg2026,3Lz+3T,7.0,1.0,,11.87,0.76,,1,,2526,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,11.11,owg2026,3F+1Eu+3S,8.0,1.0,,11.87,0.76,,1,,2526,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,3.3,owg2026,StSq3,9.0,0.0,,3.82,0.52,,1,,2526,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,2.6,owg2026,FSSp3,10.0,0.0,,2.53,-0.07,,1,,2526,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,3.0,owg2026,ChSq1,11.0,0.0,,3.57,0.57,,1,,2526,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,2.63,owg2026,CCoSp4V,12.0,0.0,,3.2,0.57,,1,,2526,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,,owg2026,,,,3.33,7.32,,,0,Composition,2526,7.25,6.5,7.0,7.5,7.75,7.25,7.75,7.25,7.25,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,,owg2026,,,,3.33,7.18,,,0,Presentation,2526,7.0,6.5,7.0,7.25,7.25,7.5,7.5,7.25,7.0,0,men,individual
17,Samoilov Vladimir,POL,4,144.68,72.65,73.03,-1.0,,owg2026,,,,3.33,7.43,,,0,Skating Skills,2526,7.25,6.75,7.25,7.5,7.5,7.75,7.5,7.75,7.25,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,9.3,owg2026,3A+2T,1.0,0.0,,10.67,1.37,,1,,2526,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,8.0,owg2026,3Aq,2.0,0.0,,6.97,-1.03,q,1,,2526,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,7.2,owg2026,3Lz+2T,3.0,0.0,,5.6,-1.6,,1,,2526,-3.0,-3.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,4.9,owg2026,3Lo,4.0,0.0,,5.53,0.63,,1,,2526,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,3.0,owg2026,ChSq1,5.0,0.0,,4.0,1.0,,1,,2526,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,2.8,owg2026,CCSp3,6.0,0.0,,3.24,0.44,,1,,2526,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,1.43,owg2026,2S,7.0,1.0,,1.43,0.0,,1,,2526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,13.75,owg2026,3Lz+2A+2A+SEQ,8.0,1.0,,14.76,1.01,,1,,2526,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,5.83,owg2026,3F!q,9.0,1.0,,4.09,-1.74,"!,q",1,,2526,-3.0,-2.0,-5.0,-4.0,-3.0,-3.0,-4.0,-3.0,-3.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,3.3,owg2026,StSq3,10.0,0.0,,3.96,0.66,,1,,2526,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,3.5,owg2026,CCoSp4,11.0,0.0,,3.7,0.2,,1,,2526,0.0,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,2.6,owg2026,FSSp3,12.0,0.0,,3.12,0.52,,1,,2526,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,,owg2026,,,,3.33,7.61,,,0,Composition,2526,7.75,7.25,7.75,7.5,7.5,7.5,7.5,8.25,7.75,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,,owg2026,,,,3.33,7.68,,,0,Presentation,2526,8.0,7.5,7.75,7.75,7.75,7.75,8.0,7.25,7.25,0,men,individual
18,Vasiljevs Deniss,LAT,8,144.02,67.07,76.95,0.0,,owg2026,,,,3.33,7.82,,,0,Skating Skills,2526,7.75,7.75,8.0,8.0,7.5,8.25,7.75,8.0,7.5,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,9.7,owg2026,4Sq,1.0,0.0,,8.45,-1.25,q,1,,2526,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,9.5,owg2026,4T,2.0,0.0,,8.41,-1.09,,1,,2526,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,1.0,-2.0,-1.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,9.3,owg2026,3A+2T,3.0,0.0,,10.1,0.8,,1,,2526,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,3.0,owg2026,ChSq1,4.0,0.0,,3.86,0.86,,1,,2526,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,6.4,owg2026,3A<,5.0,0.0,,3.93,-2.47,<,1,,2526,-4.0,-4.0,-3.0,-4.0,-4.0,-3.0,-4.0,-4.0,-5.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,3.2,owg2026,FCSp4,6.0,0.0,,3.66,0.46,,1,,2526,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,10.19,owg2026,3Lz+3T<,7.0,1.0,,9.01,-1.18,<,1,,2526,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,13.09,owg2026,3F!+2A+2A+SEQ,8.0,1.0,,13.01,-0.08,!,1,,2526,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,0.66,owg2026,1Lz,9.0,1.0,,0.62,-0.04,,1,,2526,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,3.3,owg2026,StSq3,10.0,0.0,,3.91,0.61,,1,,2526,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,3.0,owg2026,CSSp4,11.0,0.0,,3.56,0.56,,1,,2526,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,2.5,owg2026,CCoSp2,12.0,0.0,,3.04,0.54,,1,,2526,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,,owg2026,,,,3.33,7.14,,,0,Composition,2526,7.5,6.75,6.75,7.0,7.5,7.0,7.0,7.5,7.25,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,,owg2026,,,,3.33,7.32,,,0,Presentation,2526,7.5,7.25,7.0,6.75,8.0,7.75,7.25,7.25,7.25,0,men,individual
19,Carrillo Donovan,MEX,2,143.5,71.56,71.94,0.0,,owg2026,,,,3.33,7.14,,,0,Skating Skills,2526,7.25,7.0,7.0,7.0,7.75,7.25,7.5,7.0,7.0,0,men,individual
20,Jin Boyang,CHN,12,142.53,70.87,72.66,-1.0,10.8,owg2026,4T+2T,1.0,0.0,,11.48,0.68,,1,,2526,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0,men,individual
20,Jin Boyang,CHN,12,142.53,70.87,72.66,-1.0,9.5,owg2026,4T,2.0,0.0,,6.38,-3.12,,1,,2526,-3.0,-4.0,-3.0,-4.0,-3.0,-3.0,-4.0,-3.0,-3.0,0,men,individual
20,Jin Boyang,CHN,12,142.53,70.87,72.66,-1.0,8.0,owg2026,3A,3.0,0.0,,9.26,1.26,,1,,2526,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,men,individual
20,Jin Boyang,CHN,12,142.53,70.87,72.66,-1.0,3.2,owg2026,FCSp4,4.0,0.0,,3.75,0.55,,1,,2526,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,men,individual
